patent_id,ai_dummy,patent_abstract
6948242,0,"A process for producing a contact-making device is provided for making electrical contact between components, which includes the step of producing an electrical zero-insertion-force connector which further includes the step of forming an elastic dielectric with at least two elastic dielectric layers and at least one structured metal layer disposed between the two elastic dielectric layers. The elastic dielectric has an upper side and an underside being the upper side and the underside, respectively, of the zero-insertion-force connector. The process also includes the step of structuring the elastic dielectric, forming a number of contact points on the upper side and the underside of the zero-insertion-force connector; and forming a number of electrically conducting connections in and through the elastic dielectric such that the electrically conducting connections connect a number of the contact points to one another."
6980202,1,A method of creating hyperlinks from annotations relating to a physical document comprises the steps of receiving a digitized handwritten annotation created with a stylus on a transparent digitizing tablet superposed on the document and transmitting the annotation to a transparent electro-luminescent display superposed on the document in order to display the handwritten annotation. It also comprises a step of storing the coordinates of a centered point of said handwritten annotation in association with said digitized handwritten annotation; and a step of receiving and storing identification and location of information associated with said coordinates.
6985632,1,"Obtains an image from which noise is removed upon compressing or decoding and displaying an image containing noise. To accomplish this, a subband to which a wavelet transform coefficient of interest belongs is checked upon entropy decoding, and when the coefficient belongs to a subband other than LL, decoding is aborted at a predetermined lower-limit bit plane, and all bits contained in bit planes from the lower-limit bit plane to the least significant bit plane are set at zero."
7085350,0,An electron emitter assembly and a method for adjusting a power level of an electron beam are provided. The electron emitter assembly includes a laser configured to emit a first light beam. The electron emitter assembly further includes a light-attenuating device configured to receive the first light beam and to attenuate the first light beam between a first light intensity and a second light intensity greater than the first light intensity. The electron emitter assembly further includes a photo-cathode configured to receive the first light beam from the light-attenuating device. The photo-cathode is further configured to emit a first electron beam having a first power level in response to receiving the first light beam having the first light intensity. The photo-cathode is further configured to emit a second electron beam having a second power level greater than the first power level in response to receiving the first light beam having the second light intensity. The electron emitter assembly further includes an anode configured to receive the first and second electrons beams from the photo-cathode.
7139017,1,"An apparatus and method for scaling the power consumption of a video processor is provided. The apparatus includes a video processor having a plurality of video-processing modules for receiving a stream of image signals at an input and producing a processed image stream at an output, wherein the video processor is initially set to process each received pixel of the image stream according to a preset power-consumption level; an evaluator, coupled to the video processor, for determining an objective-quality metric of the pixel characteristics that are indicative of video quality in the image stream; and, a power-management module, coupled to the evaluator, for obtaining a new power-consumption level for the video processor from a predetermined table according to the objective-quality metric determined by the evaluator, wherein the predetermined table contains a number of different arrangements of the video-processing modules to generate a plurality of power-consumption level. Alternatively, the user may also set the new power-consumption level manually."
7154617,0,"This invention relates to a printing apparatus or information processing apparatus, which is connected to a peripheral device management apparatus and holds updatable resource data. The printing apparatus or information processing apparatus asynchronously receives an output job and resource data used upon processing the output job from the peripheral device management apparatus connected to it. Upon receiving the resource data, reception of a new output job after the reception of the resource data is stopped. When it is determined that the process of a print job, which has already been received and queued, is complete, the held resource data is updated by the resource data received by a reception unit."
7160182,0,"A support stand (2) for a sanding apparatus having a housing, a motor, and a sanding belt of abrasive material adapted to be driven around a plurality of rollers by means of the motor is disclosed. The support stand (2) comprises a body portion (6) having recesses (10, 14, 18, 22) for engaging corresponding parts of the sanding apparatus to expose the sanding belt of the sanding apparatus, and a control knob (26) mounted to the body portion (6) to be accessible by a user's hand when the sanding apparatus is supported on the support stand (2). The support stand also has a wheel (36) having a friction belt (38) for engaging a belt speed adjustment knob of the sanding apparatus to enable adjustment of the speed of the sanding belt of the sanding apparatus in response to rotation of the control knob (26) in order to control the rate of removal of material by the sander."
7197369,1,A system and method for semiconductor work-in-process (WIP) dispatch management. Information regarding multiple wafer lots to be processed in a process node is acquired. Which wafer lot requires processing prior to the other wafer lots is determined by analyzing a load of multiple successive process nodes for each wafer lot. The analyzed quantity of the load of the successive process nodes for each wafer lots is determined contingent upon a predetermined observation time period.
7216121,1,"A system for generating and retrieving relevant electronic information required by a user initiating an electronic search on the system. The system comprise a user-interactive search engine and a knowledge database, which stores knowledge information that is formatted. Additionally, the system includes a plurality of functional software modules that enables a user to complete an interactive search and find a solution to a task based on entered context information and keywords. A list of keywords are displayed to the user and the user selects those keywords that are relevant to the solution desired. The search engine looks for the articles containing the identified keywords. If no article is found with the search terms, the search is expanded to the Internet. The user may then modify the information returned from the Internet, format the information and save the information as a new recipe."
7262850,1,"The invention relates to a method for inspection of periodic structures on lithography masks using a microscope with adjustable illumination and an operating element for movement of a mechanical stage with the lithography mask attached to it in order to record images of the lithography mask at a computer-controlled location on the lithography mask. The position, the size and the pitch specification of the lithography mask are stored."
7301705,0,"The alicyclic compound of the present invention has a five- or more membered ring structure having an epithioethylene linkage and/or an epidithioethylene linkage, and has tow or more sulfur atoms in its molecule. Optical materials produced by curing the alicyclic compound or a composition containing the alicyclic compound by polymerization show high refractive index."
7346959,0,"A hinge for a door is disclosed. The hinge comprises a receiver assembly having a slot, a door leaf having a retaining spring biased away from the door leaf, the door leaf being dimensioned for insertion into the slot and a retaining device associated with the receiver assembly for releasably engaging the retaining spring to releasably retain the door leaf in the slot."
7374828,0,"Disclosed is an electroluminescent device comprising a cathode and an anode and, located therebetween, a light-emitting layer (LEL) comprising a phosphorescent guest material, a hole- and electron-transporting host material, and an efficiency-enhancing material having an ionization potential lower than that of the host material and a triplet energy level that is lower than that of the phosphorescent guest material by no more than 0.2 eV. Such a device provides useful light emission features."
7382291,1,"A numeric keypad (100) for entering ideographic characters is provided. The numeric keypad (100) comprises a first set of input keys (102) corresponding to numerals 1, 2, 3, 4, and 5, and a second set of input keys (104) corresponding to numeral 6, 7, 8, 9, and 0. Each of the first set of input keys (102) has a predefined single character stroke, which complies with the GB18031 standard. The second set of input keys (104) is assigned a first particular sequence of the predefined single character strokes and a second particular sequence of the predefined single character strokes different from the first particular sequence of the predefined single character strokes."
7423862,0,"The invention relates to a process for producing a solid electrolytic capacitor element, comprising forming a semiconductor layer containing a conductive polymer on a conductor having a dielectric layer on its surface. By using the solid electrolytic capacitor element of the invention prepared by forming a semiconductor layer on the conductor having a dielectric layer on its surface by an electrification method after the conductor is impregnated with a dopant, a solid electrolytic capacitor having a favorable ESR value can be fabricated."
7426971,0,"A hybrid driving unit in which a first electric motor (20), a second electric motor (23), a transmission (22) and a power splitting planetary gear (21) are disposed in order from the front side (the side of an internal combustion engine) on an axis within a casing member (14). Since the first electric motor (20) and the second electric motor (23) are disposed adjacently to each other, partial cases for storing these first and second electric motors (20) and (23) may be combined, thus facilitating the accommodation for producing the unit in series."
7432681,0,"A scanner system includes a servo control unit. A rotation angle of a rotating shaft supporting a mirror is detected, and an error of the detected value with respect to a commanded value is integrated by an integral compensator so that the detected value is able to track the commanded value. A tracking error proportional compensator is disposed in parallel with the integral compensator so as to add a correction value proportional to the error to the integrated value of the error. A plurality of gains are prepared for each of the integral compensator, the tracking error proportional compensator, a detected value proportional compensator and a detected value differential compensator of the servo control unit. Each gain is changed in accordance with a travel angle of the commanded value. Thus, the mirror can be positioned quickly so that the machining speed can be improved."
7434174,0,"A method and system for changing the zoom applied to a document. A request is received to change the zoom of a document displayed in a viewing area. A focal point is determined based on whether an insertion point or active selection is currently displayed in the viewing area. Then, the viewable area of the document is displayed in the viewing area based on the focal point and the zoom change."
7454677,0,A process initializes the state of an output memory circuit of a scan cell located at the boundary of a logic circuit within an integrated circuit. Data is scanned into an input memory circuit of the cell while maintaining the cell in a mode providing normal operation of the logic circuit. The cell is placed in a test mode that disables normal operation of the logic circuit. The data scanned into the input memory circuit is transferred into the output memory circuit simultaneous with the placing the cell in the test mode. A transmission gate between the logic circuit and the output memory circuit and a transmission gate between the input memory circuit and the output memory circuit effect the changes between normal operation and test modes.
7487445,1,"What is disclosed is a system and method for specifying a custom document as a multi-criteria constraint optimization problem, and a method to automatically create the specified document using existing constraint optimization solving algorithms. The present method specifies the document, its content components, its layout requirements, and its desired aesthetic criteria are expressed as elements of a constraint optimization problem which when solved, results in an automated document layout for the set of content components that satisfies not only certain primitive content and layout constraints, but which also advantageously fulfills desired design properties and which provides a way to ensure that the generated document is well designed. The method for automatic document layout comprises the steps of determining a set of variables that can be adjusted to achieve a satisfactory layout; expressing said satisfactory layout as a set of constraints on said determined set of variables wherein at least one of said set of constraints is expressed as being optimizable; and solving said constraints to find a layout which solves for the variables over the constraints. The system for automatic document layout on multi-function office equipment comprises means for document layout constraint acquisition; means for document layout variable specification which specifies a set of variables that can be adjusted to achieve a satisfactory layout; means for relationship-constraint to optimization-constraint conversion which expresses said satisfactory layout as a set of constraints on said set of variables wherein at least one of said set of constraints is expressed as being optimizable; and means for constraint optimization for solving said constraints to find a layout which solves for the variables over said constraints."
7534868,0,"An isolated human antibody or a fragment of a human antibody which specifically binds to human delta-like ligand 4 (hDII4) and blocks hDII4 binding to a Notch receptor. The human anti-hDII4 antibody or antibody fragment binds dimeric hDII4 with an affinity of 75 pM or better, as measured by surface plasmon resonance."
7539616,1,"Speaker authentication is performed by determining a similarity score for a test utterance and a stored training utterance. Computing the similarity score involves determining the sum of a group of functions, where each function includes the product of a posterior probability of a mixture component and a difference between an adapted mean and a background mean. The adapted mean is formed based on the background mean and the test utterance. The speech content provided by the speaker for authentication can be text-independent (i.e., any content they want to say) or text-dependent (i.e., a particular phrase used for training)."
7540340,0,"A drill bit having a bit body, at least one roller cone attached to the bit body and able to rotate with respect to the bit body, and a plurality of cutting elements disposed on the at least one roller cone is disclosed. At least one of the plurality of cutting elements includes a first area defining a trailing edge, a second area proximate the first area defining a main wear surface, and a third area proximate the second area and defining a leading edge relief zone. Further, an insert for a drill bit having a contact portion adapted to contact an earth formation, the contact portion including a first area defining a relieved trailing edge, a second area defining a main wear surface, and a third area proximate the second area and defining a leading edge relief zone."
7560691,0,"One embodiment relates to a high-resolution Auger electron spectrometer in a scanning electron beam apparatus. An electron source generates a primary electron beam, and an immersion objective lens is configured to focus the primary electron beam onto a surface of a target substrate. A Wien filter is configured within the immersion objective lens and to deflect and disperse secondary electrons from the surface. A position sensitive detector is configured to receive the secondary electrons so as to detect an Auger electron spectrum. A first electron-optical lens may be positioned after the Wien filter so as to transfer a minimal-dispersion plane to an aperture plane. A second electron-optical lens may be positioned after the aperture so as to transfer a virtual focused-spectrum plane to a detector plane. Other embodiments, aspects and features are also disclosed."
7564663,0,"An integrated circuit includes a first RF port and a second RF port. A limiter section is disposed between the first RF port and the second RF port and a detector section coupled to an RF signal path between the first RF port and the second RF port configured to detect a power level of an input signal, and coupled to the limiter section."
7572248,0,"The present invention relates to disposable pant-type garments. Examples of such disposable pant-type garments include disposable underwear, adult incontinence products, disposable pull-on diapers and training pants, and disposable panties for menstrual use."
7625802,0,"A method of forming the halo structures of a field effect transistor is disclosed. The halo structures are formed by implanting ions of a dopant material into the substrate on which the transistor is to be formed, wherein the tilt angle of the ion beam with respect to the surface of the substrate is varied according to a predefined time schedule comprising a plurality of implanting periods."
7642110,0,"The invention provides a microfabrication process which may be used to manufacture a MEMS device. The process comprises depositing one or a stack of layers on a base layer, said one layer or an uppermost layer in said stack of layers being a sacrificial layer; patterning said one or a stack of layers to provide at least one aperture therethrough through which said base layer is exposed; depositing a photosensitive layer over said one or a stack of layers; and passing light through said at least one aperture to expose said photosensitive layer."
7652047,0,The invention concerns compounds which inhibit MEK and which have activity as anti-neoplastic agents. These compounds include N-substituted-3-hydroxy-5-arylamino-isothiazole-4-carboxamidines. Also included are the tautomeric isothiazol-3(2H)-ones.
7660786,1,"A measurable means to evaluate a given relevancy verification process to a human decision process is provided. For example, a cognitive concept relationship (CCR) system can be utilized to provide a relevancy verification evaluation that is independent of the relevancy quality of the test data employed to train the relevancy verification algorithm under test. This provides a means to evaluate relevancy verification of, for example, keyword/item pairs for any number of business applications with different relevance standards and/or changes in relevance standards over time, without the need to manually re-label the test data and/or re-measure the algorithmic relevancy."
7672580,1,An imaging apparatus automatically detects an object and displays information on a display device based on a comparison between detected data and memorized (stored) data. The imaging apparatus includes a detecting circuit and a memorizing circuit. The detecting circuit detects the object based on the image data produced from an output of an imaging element and calculates a feature value representing a feature of the detected object. The memorizing circuit memorizes the feature value calculated by the detecting circuit. A feature value calculated by the detecting circuit based on the image data displayed on the display device is compared with the feature value memorized in the memorizing circuit. The display device displays information relating to the comparison result.
7697738,1,"A phantom (44) is used to calibrate a multi-modality imaging system (10) that includes a nuclear imaging system (12) and a CT scanner (14). The phantom (44) includes marker receiving cavities (96) positioned at fixed locations in the phantom, in which markers (46) are removably placed. The markers (46) include CT markers (90), which are imageable by the CT scanner (14), and radioisotope markers (48), which are imageable by the nuclear imaging system (12). The radioisotope markers (48) are disposed into wells (92) provided at a center of mass of each disk-like CT marker. The markers (46) have a label (94) identifying its isotope. The phantom (44), rigidly affixed to a couch (32), is imaged by the nuclear imaging system (12) and by the CT scanner (14). A transformation processor (72) calculates a transformation which brings centroids of the CT markers (90) in a CT image and the radioisotope markers (48) in a nuclear image into alignment."
7717883,0,"A closed system, needleless valve device includes a generally tubular body defining an internal cavity. On the proximal end of the body there is an opening which is preferably sufficiently large to receive an ANSI standard tip of a medical implement. The distal end of the body has a generally tubular skirt. The valve also includes a hollow spike having a closed tip. The spike includes at least one longitudinal 18-gauge hole located distal the tip, and is seated inside the cavity such that the tip is below the proximal end of the body. An annular support cuff is connected to the spike which seals off a portion of the cavity of the body such that an upper cavity containing the tip is defined. The valve also includes a plastic, resilient silicone seal which fills the upper cavity and opening and covers the tip of the spike so as to present a flush surface. An adaptor enables the valve to be attached to a resealable container."
7769133,0,"A readily relocatable X-ray imaging system for inspecting the contents of vehicles and containers, and a method for using the same. In a preferred embodiment, the system is relatively small in size, and is used for inspecting commercial vehicles, cargo containers, and other large objects. The X-ray imaging, system comprises a substantially arch-shaped collapsible frame having an X-ray source and detectors disposed thereon. The frame is preferably collapsible via a plurality of hinges disposed thereon. A deployment means may be attached to the frame for deploying the frame into an X-ray imaging position, and for collapsing the frame into a transport position.The collapsible X-ray frame may remain stationary during X-ray imaging while a vehicle or container is driven through or towed through an inspection area defined under the frame. Alternatively, the collapsible X-ray frame may be movable relative to a stationary vehicle or container during X-ray imaging."
7805540,0,"The method and system for reprogramming instructions for a switch includes programming a redirection memory to associate a routing parameter set in a routing memory for the switch with a first line card. The routing parameter set includes a plurality of routing parameters to be provided to the switch to service the first line card. In response to an event initiating activation of a second line card in place of the first line card, the redirection memory is reprogrammed to associate the routing parameters set in the routing memory with the second line card."
7840891,1,"A method for presenting content in a form including extracting, from an open format for rendering the form, a plurality of elements on the form, wherein the plurality of elements represent the content in the form, identifying a plurality of contextual relationships between the plurality of elements, wherein identifying the plurality of contextual relationships that includes identifying a first attribute of a first element of the plurality of elements, identifying a second attribute of a second element of the plurality of elements, and relating the first element with the second element when a difference between the first attribute and the second attribute is within a predefined threshold, generating a representation of the form, wherein the representation that includes information about the plurality of contextual relationships, and presenting the content in the form based on the representation."
7882162,0,The disclosed embodiments provide rapid access to information stored on a personal computing device even though the personal computing device is powered off or otherwise in a low-power consumption state such as a sleep state or hibernation state. An software component gathers user data in a location such as a non-volatile memory associated with a host computer. A browser component accesses the stored data and makes it available to the user when the host computer is powered down or otherwise in a state of low power consumption.
7884191,0,"Described herein are methods to enhance protein secretion in a host cell. In preferred embodiment, the host cell is a gram-positive microorganism such as a Bacillus. In another preferred embodiment, the host cell is a gram-negative microorganism. Preferably the gram-negative microorganism is an Escherichia coli or a member of the genus Pantoea. Protein secretion may be enhanced by the overexpression of protein components of the Tat pathway. Alternatively, secretion of foreign proteins can be selectively enhanced by forming a chimeric polypeptide comprising a tat signal sequence and the protein of interest. In a preferred embodiment, the tat signal sequence is selected from phoD or LipA."
7904486,0,"An index to a plurality of entities is built, where each entity is represented by a point defined in a space. Entities whose points are furthest apart are identified. A first area is created, the extremities of which first area are given by the points representing the identified entities. Entities falling within the first area are assigned to a storage area corresponding to the first area. The first area is divided into a plurality of second areas. For each of the plurality of second areas, a. each of the plurality of second areas is linked to the first area, and, b. the above steps are repeated until the first area includes a single point. Storage areas corresponding to each of the first area are then written to the index."
7916002,1,"A haptic/tactile input in which the behavior and/or appearance of the mechanical user interface input is configured to be adapted to the function and context of an electronic device to give feedback and cues to the user. The mechanical input for example, buttons, sliders, levers, and other input devices are made appear on the surface of the user interface when needed."
7948269,0,"In one embodiment, an output driver is disclosed. The output driver has a first driving device (Q1) that has a first terminal coupled to a bus line terminal, and a second driving device (Q2) that has a first terminal coupled to the bus line terminal. The first driving device (Q1) is configured to couple the bus line terminal to a reference voltage when activated by a first control signal, and the second driving device (Q2) is configured to couple the bus line terminal to a first supply voltage (Vcc) when the second driving device (Q2) is activated by a second control signal. The output driver also has a controller configured to activate the second control signal after the first control signal is deactivated. The second control signal remains active for a first fixed period of time."
7953590,1,"A system and method for speech-to-speech translation using a translation system includes designating separate input channels for each of a plurality of speakers. In response to speech from a first channel in a first language, the speech from the first channel is translated to a second language, and in response to speech from the second channel in a second language, the speech from the second channel is translated to the first language. Translating the speech from the first channel and translating the speech from the second channel are performed concurrently."
7977338,0,"Compounds of formulawherein the residues R1, R2, R3, R9, R10 and Q and X, Y and Z are as defined in the specification, salts thereof; their use, methods of their use, processes for their production, pharmaceutical compositions comprising them, their combinations with second drug substances and the use thereof and the like. The compounds are protein kinase inhibitors and can be used for the treatment of diseases mediated by protein kinase inhibitors, e.g. for the treatment of various proliferative diseases."
8059806,1,A method and system for managing a communication session is provided. The communication session is associated with multiple communication devices. The method includes learning (304) a set of derived acoustic features of an audio communication signal that is associated substantially only with one user of a communication device. The method also includes receiving (306) a communication session signal. The communication session signal is an audio signal that includes a combination of audio communication signals. Each audio communication signal of the audio communication signals is associated with a user of a communication device of the multiple communication devices. The method includes modifying (308) the communication session signal based on the set of derived acoustic features.
8117429,1,"An improved system and method for efficiently implementing a remotely manageable secure boot on a Trusted Computing Group defined Trusted Platform Module. Various embodiments of the present invention enable a boot process which does not require a dependency on prior RIM certificates, while still requiring a dependency on the sequencing of the boot process."
8157065,0,A hydraulic shock absorber has a cylinder having a hydraulic fluid sealed therein and a piston connected with a piston rod and slidably provided in the cylinder. The piston is provided with a circular main seat portion to form a main valve chamber communicating with an extension passage. Arcuate sub-seat portions are provided in concentric relation to the main seat portion to form sub-valve chambers. A disk valve is seated on the main and sub-seat portions to form clearances between them that always communicate between the main and sub-valve chambers. The disk valve opens upon receiving the pressure in the main and sub-valve chambers. The clearances restrict the flow of hydraulic fluid flowing out through the sub-valve chambers at the beginning of opening of the disk valve to prevent a sharp change in damping force. The concentric arrangement of the main and sub-seat portions facilitates the setting of an initial deflection for the disk valve.
8165155,0,"In a computing system, a method and system for a thin client and blade architecture are provided. A blade may generate video, audio, and peripheral control information that may be transmitted to a thin client (TC) by utilizing a video encoder, an audio bridge, and a peripheral bridge. Communication between the blade and the TC may occur based on a communication protocol that may operate independently of an operating system and/or applications running on the blade. The video encoder may dynamically compress the video information according to network capacity and/or video content and may dynamically select from various compression algorithms. The blade may configure and manage operations that interface with the TC. The TC may comprise a video decoder, a transceiver, a processor, a video display bridge, an audio bridge, and a peripheral bridge and may be adapted to communicate with peripheral devices."
8181216,1,"A data processing apparatus that appropriately adjusts the image quality of an image. At a plurality of user terminals, image data transmitted from a broadcasting station is processed based on parameters input by users, and user information including the image data and the parameters is provided to a management server. The management server calculates noise amounts of the respective sets of image data included in the user information provided from the plurality of user terminals, calculates an average value of parameters input by users for each noise amount, and associates the average value with the noise amount. Furthermore, the management server provides a user terminal with server information including a parameter associated with a noise amount of image data from a user terminal. The user terminal processes the image data based on the parameter included in the server information from the management server."
8209293,0,"The present invention provides systems and methods for extending media retention. Methods are provided in which a set of aging preferences are obtained. Data elements of a data set stored on storage media are evaluated against the aging preferences to determine whether each of the data elements satisfy the aging preferences. Each of the data elements that is determined to satisfy the aging preferences is aged. Aging can include freeing a portion of storage media, previously used to store a data element, for other storage usage."
8217297,0,"In accordance with one embodiment of the present disclosure, an electrical discharge machine is provided comprising an EDM electrode, an electrode holder, and an electrode guide. The electrode guide comprises an internal passage profile that transitions along the machining axis from a substantially circular cross section comprising a diameter d2 to an apexed cross section. The EDM electrode extends from the electrode holder through the electrode entrance aperture of the electrode guide and out of the electrode exit aperture of the electrode guide. The apexed cross section of the electrode guide is aligned relative to the circular cross section of the electrode guide such that apexes of the electrode exit aperture lie outside of a circumferential portion of the circular cross section. A restricted circumferential portion defined by the apexed cross section comprises a diameter that is greater than the effective electrode diameter. Additional embodiments are disclosed."
8295952,1,"An apparatus, method, and computer program are provided for automated closed-loop identification of an industrial process in a process control system. Multiple models (such as multiple model structure-model order combinations) can be identified, where the models are associated with a process to be controlled. One or more metrics (such as a prediction metric or rank) can be determined for each of the models. At least one of the models can be selected based on the one or more metrics. A final model for controlling the process can be provided (such as to a controller), where the final model is based on the at least one selected model. A band pass filter could be designed using some of the identified models. The band pass filter could be used to identify at least one other of the models or to determine at least one of the one or more metrics."
8373381,0,"A fuel cell system that employs a matched battery that matches the battery voltage to a fuel cell power bus voltage so as to eliminate the need for a DC/DC converter. The internal characteristics and parameters of the matched battery allow it to operate over the large load dependent voltage swing of the fuel cell, and prevent the battery state of charge from going below a damaging value. The battery type, number of battery cells and the battery internal impedance are selected to provide the desired matching. In one embodiment, the battery is a lithium ion battery. The system also includes a diode electrically coupled to the power bus line and a by-pass switch electrically coupled to the power bus line in parallel with the diode. The by-pass switch is selectively opened or closed to allow the fuel cell stack to recharge the battery and prevent the battery from being overcharged."
8374465,1,"The interpolation unit comprises: a fetching unit for fetching a first value of a first original pixel of a first input image, based on a first motion vector applicable to the new pixel; a projection unit for projecting a second value of a second original pixel of a second input image, based on a second motion vector applicable to the second original pixel; and a selection unit for assigning the value of the new pixel by means of comparing the first value with the second value."
8411562,1,Network system and method for providing an ad-hoc access environment. A network system capable of providing an ad-hoc access environment comprises a controller unit connected to the network for receiving access requests from a device; and an authority unit for providing an authorization assertion to the controller unit; wherein the controller unit carries out an authorization process based on an access control policy including at least one rule based on which the controller unit contacts the authority unit and the authority unit provides an authorization assertion.
8453048,1,"Various embodiments provide techniques for time-based viewing of electronic documents. Examples of electronic documents include websites, webpages, text documents, web-based documents, and so on. In at least some embodiments, a time-based viewer is provided that enables a user to select a particular date and/or time for which to view an electronic document. The user can then navigate through the electronic document and view how the document will appear or did appear at the selected date and/or time. In at least some embodiments, a page container is provided that can include definitions for different versions of a page of an electronic document. According to some embodiments, the different versions of the page can correspond to different publication dates for the page. In some implementations, the time-based viewer can access a page container to retrieve a particular version of a page for display."
8458529,1,"Various embodiments include one or more of systems, methods, and software to provide a status of a logical entity between entity models in network management systems, such as for fault isolation, in an efficient manner. Some embodiments, when receiving requests for a status of a logical entity while already in the process of determining the status in response to a previously received request, include adding an identifier of the subsequent requestor to a status requestor list and not responding to or taking any further action with regard to the request from the subsequent requestor until the status in response to the first received status request is determined."
8494060,1,"The present invention relates to a method for conducting interlayer texture prediction in encoding or decoding of video signal. The present method constructs a pair of frame macro blocks from vertically-adjacent two field macro blocks of a base layer, selectively applies a de-blocking filter to the constructed pair of frame macro blocks, and uses texture information of the pair of frame macro blocks in interlayer texture prediction of a pair of frame macro blocks of a current layer."
8500534,1,A method of conducting a wagering game on a gaming machine includes the steps of displaying a selectable game element on a display and associating each potential outcome associated with the selectable game element with a predetermined haptic output selected from a plurality of predetermined haptic device outputs. The method also includes the steps of selecting the selectable game element to reveal an outcome associated therewith and causing a haptic device to output the predetermined haptic output corresponding to the outcome of the selectable game element.
8542427,0,"A system for projecting images has an illumination system for providing light, a spatial light modulator including an array of individually addressable pixel modulator elements with curved reflective surfaces, and projection optics for projecting the modulated light to form the image, wherein no focal planes of the projection optics are aligned to the reflective surfaces of the pixels."
8545386,1,"The invention relates generally to surgical implants, and in various embodiments to surgical implants configured for promoting growth of collagenous tissue at an anatomical site."
8548820,1,"Methods, systems, and products target advertisements to users. Clickstream data is received and compared to a purchase history. When a common attribute is determined, an advertisement associated with the attribute is retrieved and targeted to a user."
8566800,1,"A technique for analyzing software in which un-instrumented components can be discovered and dynamically instrumented during a runtime of the software. Initially, an application configured with a baseline set of instrumented components such as methods. As the application runs, performance data is gathered from the instrumentation, and it may be learned that the performance of some methods is an issue. To analyze the problem, any methods which are callable from a method at issue are discovered by inspecting the byte code of loaded classes in a JAVA Virtual Machine (JVM). Byte code of the class is parsed to identify opcodes which invoke byte code to call other methods. An index to an entry in a constants pool table is identified based on an opcode. A decision can then be made to instrument and/or report the discovered methods."
8594615,0,"A method and apparatus for enhancing the probability of a successful emergency call completion and emergency callback on a mobile station in a network, the method comprising the steps of: during an emergency call attempt, monitoring whether the mobile station has received a non-voice service request from the network and, if yes, ignoring the non-voice service request. Further, during a callback period, monitoring whether the mobile station has received a service request from the network and, if yes, ignoring the service request if the service request is a non-voice service request that is anything but a position location service request. Further, during a callback period, monitoring whether a user attempts to initiate a non-voice service request that is anything but a position location service request, and if yes ignoring the non-voice service request."
8601096,1,"A method and system for multi-modal communication has a terminal (102) with at least one input component (108) and at least one output component (112) coupled to a gateway (104) having a dialog manager (114). The system and method further has a content server (106) coupled to the dialog manager (114) wherein the content server (106) provides the dialog manager (114) with an encoded control command. Moreover, at least one input component (108) and at least one output component (112) are coupled to a control unit (110). The dialog manager (114) decodes the encoded control command, producing and providing a decoded control command to the control unit (110). In response to the decoded control command, the control unit (110) modifies at least one of the input components (108) and/or at least one of the output components (112)."
8605494,0,A write amplifier for driving a bit line connected to a selected phase change memory cell drives the bit line with a first current driving capability and then drives the bit line with a second current driving capability lower than the first current driving capability.
8606826,1,"Methods, systems, and apparatus, including computer program products, operable to perform operations including receiving through a user interface with an interface language a search query having query terms; using the interface language to select one or more mappings and using the selected mappings to simplify each query term; and applying each simplified query term to a synonyms map to identify possible synonyms with which to augment the search query. In alternative embodiments, the operations include generating a synonyms map from a corpus of documents; where the synonyms map maps each of multiple keys to one or more corresponding variants, where each variant is associated with one or more of document languages. In alternative embodiments, the operations include generating a synonyms map from documents by applying document language-dependent mappings to words in the documents to generate keys for the map."
