firm_id,bus_description,esg_dummy
f00089,"Freshline Machines engages in the design, development, and manufacture of stainless steel cut processing machinery. Its product line includes bin tippers, preparation lines, cutting machines, wash/chilling equipment, semiautomatic and fully automatic centrifugal dryers, and semiautomatic packaging machines. The companyâ€™s products are used for the processing of lettuce and other vegetables.",0
f00090,"PM Devereux, an international design practice of architects, master planners and engineers.",0
f00091,"Idilik are the creative force behind thirty years of brands, campaigns and all manner of design related projects and, as all good design agencies, they'd love to talk about our work. But to be completely honest, they'd rather talk to you about yours.",0
f00092,"Additech, Inc. builds and operates at-the-pump automotive care system that enables consumers to perform auto maintenance while refueling in the United States. It offers engine cleaners, fuel system cleaners, and engine treatment products. The company also offers gas pump advertising and fuel pump remote monitoring services. It serves gasoline retailers. The company is based in Houston, Texas.",0
f00093,"Foodduck Oy Ltd is a Finnish pioneer of automated dispensing solutions for restaurant self-service areas and and professional kitchens. Their solutions can dispense, for instance, fats, spreads and fresh cheeses. The FOODDUCKÂ® spread dispenser is one of a kind in the world, and has been patented in Europe and the United States. Foodduck has joined the Finnish Ministry of Environmentâ€™s commitment to sustainable development.",0
f00094,"ImplantÃ©e Ã  Reims (France), Kadimage propose aux entreprises et administrations un large Ã©ventail d'objets promotionnels et de vÃªtements personnalisÃ©s. Que ce soit pour une quantitÃ© moyenne de goodies livrÃ©e en express ou bien un projet de plus grande ampleur que nous pourrons importer, notre Ã©quipe saura vous apporter la solution la mieux adaptÃ©e Ã  votre projet.",0
f00095,"Business World Travel is a travel management company. You can leave your travel arrangements to us. From discounted fares on business class tickets to hotel accommodation and car rentals, we ensure that you get the best treatment on your travels. We cater to individual travelers, as well as large and small groups. At BWT, our numerous experts who have a substantial amount of experience in this field will efficiently arrange every important detail for you. We go the extra mile for our clients and work hard in order to make sure that our clients get the flight upgrades, hotel upgrades and numerous benefits they deserve. We pride ourselves in assisting you. Our service is unmatched just like our travel fares.",0
f00096,"IWave is a donor research solution designed to empower non-profit organizations to raise more funds. It provides access to a comprehensive suite of reliable wealth, philanthropic, and biographic information on prospective donors, so non-profit orgs can be confident they're asking the right person for the right amount at the right time. IWave's mission is to help nonprofits fundraise with confidence.",0
f00097,"Global is a media and entertainment group that operates commercial radio stations. It is the home for the brands; Capital, Heart, Classic FM, Smooth, LBC, Radio X, Capital XTRA, and Gold. They are also committed to improving opportunities for young people. The group also has outdoor media companies with an extensive portfolio, combining airports, roadside posters, premium digital screens in prime locations, and more. It was headquartered in London, England in 2007.",0
f00098,"Grit Capital Partners invests in high potential entrepreneurs who seek to disrupt industries with technology and data, and are on a path to change the world.  The combination of a powerful idea, an addressable market, and a world class team provides significant advantage when combined with their powerful network of entrepreneurs, executives, and technology veterans at the top of their game.",0
f00099,"ChemTech designs AI-based product for manufacturing plant automatization. Its product, OptimEase, collects historical and online process data from existing sensors. Through AI, it also predicts unitsâ€™ parameters in future and gives recommendations and self-decisions to improve unit capacity, product yield, and quality.  ChemTech was founded in 2017 and is based in	New York.",0
f00100,An unrivalled digital media platform dedicated to delivering the latest public sector news and government news including views from across all fields of local government and central government.,0
f00101,"WRiota Pty Ltd. engages in commercializing IP related to an innovative silicon-based high-density memory device. The company operates as a technology company. The company was incorporated in 2004 and is based in Sydney, Australia.",0
f00102,"Stochasto Holding AS is a Norwegian Corporation.  At its core the firm devotes its expertise and resources to acquiring, developing, and managing unique technology platforms that stand to significantly impact how people of the world communicate and conduct transactions for the foreseeable future.",0
f00103,"The desire to achieve the highest good (or Summum Bonum) in Latin - is within all of us. We perform acts of giving and kindness to make the world a better place for everyone. But this desire to make a difference in someoneâ€™s life should be easier to act upon. Taking the friction and pain out of the giving process is one of the key problems SumBon was conceived to solve.   In the age of connected devices, social media and information flow, we believe that there is a more efficient and rewarding way for both donors and charities to engage in a meaningful conversation. SumBonâ€™s platform makes it easy for consumers to identify causes, give thoughtfully, see their impact and inspire others in their social networks while providing charities a better way to engage with donors globally.",0
f00104,"Orbit City Vapes, an online retailer of premium e-juices and e-cigarette supplies at a fair price. Their goal is to offer a full line of quality e-cigarette and vapour supplied at a fair price and great customer services.",0
f00105,"With more than 20 years of experience in the area of Location-Based and Geoinformatics Services, Reach-U has emerged as a key player in the Location-Based Services (LBS) market.  Our product portfolio, consisting of LBS Middleware, GIS Engine and LBS applications, is offered to mobile operators around the world. Reach-U applications are currently running commercially in diverse regions and commercial environments worldwide. Our products are available to over 100 million end-user around the world.  Fruitful cooperation with Ericsson has continued to this day with Ericsson remaining one of the main global sales and support partners for Reach-U. Reach-U and Ericsson joint solutions have been widely acknowledged commercial success within the mobile operator communities.  Reach-U employs over 70 highly qualified specialists. The main development and production unit is located in Tartu, Estonia, while global sales and support is provided through partners (e.g. Ericsson) all over the world. Reach-U holds ISO 9001:2000 quality process certificate for software development since 2006.  Safe ownership by private capital and balanced conservative investment strategy has given a stable financial base to the company and enables Reach-U to be profitable.",0
f00106,"LSGPA partners with a range of institutions, including local research universities, colleges, medical centers, economic development agencies and companies both small and large, to identify needs and opportunities. LSGPA then works to help transfer technologies, to develop new companies, to provide support for existing companies (particularly those seeking to expand or relocate), and to ensure that the infrastructure necessary to support a thriving life sciences industry keeps pace with development.",0
f00107,"Zumasys is an information technology company providing cloud services. Zumasys helps companies of every size achieve performance and reliability for their business-critical applications with enterprise-class IT infrastructure, a robust cloud platform and innovative software solutions. Zumasys helps companies of every size achieve performance and reliability for their business-critical applications on premises and in the cloud. They take ERP systems and core business applications of all types and layer on enterprise-class IT infrastructure, cloud computing and software development services to move these applications forward into the future.  Their vision is to be the most trusted and respected partner in the communities they serve. By sharing the power of purpose, they inspire people to pursue â€œhappynessâ€ and redefine how businesses contribute to society. Their people-first approach to technology has contributed to their steady growth and consistent industry recognition.",0
f00108,"Swisscom Blockchain designs, builds, runs, and hosts highly secured, shared and distributed ledger solutions for company.",0
f00109,"Zhejiang Mingyuan garden&leisure products Co., Ltd is a professional manufacturer of plastic & moulds. Our specialized products are Gardening Household Goods which covers four series of products: Watering Kettles, plastic Sprays, Gardening Accessories and Flower Pots. There are totally more than hundreds of different items. With the kind supports from staffs, suppliers and customers, we have successfully sold our products to more than 30 countries and regions including USA, Russia, Germany, UK, Japan, Malaysia and Middle east etc,. Our company is human-oriented and we hammer at providing innovative and convenient products for your better life. Your patronage and cooperation are anticipated. We have a strong R&D team,and we can develop and produce plastic garden tools according to the drawings or samples the customers offered. We have two our own machining factory.So we can offer the best price and best garden watering pots directly. We have our own testing lab and the advanced and complete inspection equipment,which can ensure the quality of the Plastic garden tools.",0
f00110,"Perk Dynamicsâ„¢, LLC is a software development company dedicated to increasing the efficiency of coffee and espresso drink operations. We are focused on improving the process and quality of brewed beverage order flows to increase profits, ROI, and customer satisfaction in establishments that serve coffee, tea and other machine produced beverages.   With the release of AutoPerk the Automated Barista; Casinos, Resorts, Hotels, Hospitals can now enjoy the high profits of an automated coffee shop that delivers consistent quality Barista Quality Beverages 24/7/365.",0
f00111,"Tourlane is a booking platform for multi-day tours, offering amazing experiences to over 30 countries worldwide. It creates adventures and authentic travel experiences to fabulous destinations in the world. The company combines the first-hand experience of a travel agency with the simplicity of an online product. Its apps bring travel consultancy to a state-of-the-art level of tech and design and thereby will shape the future of individual and adventure trips.  Its product matches travelers with pre-selected travel specialists, making the booking of individual and adventure trips comparable, fast, and easy.",0
f00112,"Coleman Heating and Air Conditioning was founded in 1998 by Jeff Coleman. Since inception it has grown into western Canada's largest residential and commercial HVAC company. With an in-house metal fabrication warehouse, dozes of service trucks, 30+ employees, and a specialized duct cleaning truck. They work with local Vancouver based hosting providers to ensure optimal cooling in the data centers.",0
f00113,"Amplify.net develops bandwidth management software solutions for corporate IT departments, ISPs, and content providers. The company offers iProvidence, a broadband access enabling solution that supports multiple services; and Surf, an end-to-end IP service management solution for service providers to manage IP service offerings.  Amplify.net is based in Fremont, California, with an additional location in Hong Kong.",0
f00114,"W magazine may edit or remove any materials posted by fans or third parties. You must have the rights to post any submitted materials, and by doing so you authorize its use by us and third parties we authorize for any purpose in media.",0
f00115,"Ada's has been a leader in the natural grocery market in the Ft. Myers area for the past 40 years, offering the freshest, natural and organic products available.  With one of the largest organic selections around, Ada's specializes in facilitating a healthy, well balanced lifestyle.  In addition to a comprehensive selection of vitamins and health & beauty, Ada's also provides a fresh cafÃ© and an organic juice bar open for breakfast, lunch and dinner.",0
f00116,Economizze provides offers in Bars and Restaurants.,0
f00117,"Marionette Studio is an innovative browser based app that uses Artificial Intelligence and Machine Learning to automate the 2D animation process so that anyone, even with no animation skills, can obtain a professional looking animation in minutes. Our aim is to help marketing and entertainment companies create animated content at a much lower production cost; 90% of audience becomes more engaged when watching animated content, but the creation of animations is a very complex and costly process, reaching up to thousands of dollars per minute. That's why we created this cloud application with a simple to use browser based user interface and we leverage the power of technology to automate multiple steps in the animation process. Marionette Studio is the right tool to animate everything online: characters, complex human interactions, environments, realistic landscapes, logic flows, logos, product prototyping and more.  The results are ready to be used anywhere you need such as animated videos, product & company presentations, webpages, embedded player, social media networks and game engines. Marionette Studio is not only incredibly easy to use, but also powerful enough to help animation studios decrease their production costs by offering an AI assisted animation generation and a comprehensive set of automated features.",0
f00118,Agriculture,0
f00119,"Helping Startups Building their Product. CTO as a Service â€¢  Definition of the technical product roadmap (MVP and beyond) â€¢  Identification of the resources and technological needs â€¢  Institution of software development best practices â€¢  Agile management of project and team â€¢  Mentoring and coaching founders Machine Learning (AI) â€¢  Natural language processing (NLP) â€¢  Text categorization, analytics â€¢  Information retrieval â€¢  Data visualization â€¢  Usage analytics",0
f00120,We build collaborative executive management teams to create an exceptional direct to consumer brand experience for Fortune 500 companies to start ups.,0
f00121,"Huma Technology is a pre-paid intelligent evaluation and early warning system developer, independent research and development website and mobile software development and design, mainly engaged in software, hardware research and development is a technology Internet company, currently based on bathing, pedicure, beauty, Chinese medicine management System area. The company's products combine hardware to effectively manage stores, reduce labor costs, and control operating losses.",0
f00122,"The ITERA International Energy Company is currently headquartered in Moscow, having had its roots in Jacksonville, Florida. Established in 1992, the company quickly formed a reputation in the natural gas market. At ITERA, we are known for our contributions to the energy market of Russia.   Our business spans the globe. We have come to prominence in gas field development, and have invested billions in our eight fields in the Far North of Russia. We have also become leaders in several other industries, such as construction, industrial engineering, and electric power development.  The company has remained profitable and competitive thanks in part to the management expertise of our CEO. Igor Viktorovich Makarov has kept the company on its course to success, while maintaining a focus on the community.  Makarovâ€™s passion for business started in the 1980s. It culminated with his formation of the company. Its successful transition from a small production and trading company to a large international corporation occurred thanks to him.  The companyâ€™s many projects, needless to say, create jobs wherever we go. This is not the only way in which we give back to the community. Many of our projects, such as the steam-gas power cogeneration plant weâ€™re building in the Nizhny Novgorod region of Russia, provide vital services.   ITERA International Energy Company Gives Back Here at ITERA, charitable activities and sponsorship are one of our highest priorities. Our Council on Charity and Sponsor Activities keeps us in touch with the needs of the community. Established in 2003, the Council seeks out socially meaningful projects and sponsorships, ensuring our continued support.  Our background in charity is extensive. Starting in 2003, weâ€™ve been involved in dozens of large-scale projects that benefited thousands. Here are some of the most notable examples: â€¢	Tchaikovsky Medal Award: In 2003, The Tchaikovsky Fund for National Music Development presented us with a medal for contribution toward the development of Russian music. We sponsored a music festival in Moscow, where the work of famous composers was performed by competing choirs.  â€¢	Vision-Impaired Children: We have a long tradition in providing books to children with eye disorders or partial blindness. In 2005, we made our",0
f00123,"A curated collection of perfectly cut trend-led and investment pieces offering an elevated, tailored approach to fashion. #MYKM",0
f00124,"Ming Cycle was established in 1989 by the founder and chairman - Chang Tai Shan. Originally our plant manufactured complete bikes, CKD and parts. Since then, under the leadership of Chang Ming Cycle, our firm has grown into one of the top 10 global bicycle companies, specializing in OEM products. Chang aims to make Ming Cycle the world's most professional OEM bicycle manufacturing company.   In 2001, Ming Cycle began to work with Strida UK Ltd., and manufactured a new version of their innovative triangular folding bikes - STRIDA series. In 2003 Ming Cycle also became responsible for the global production and distribution of STRIDA series in Asia. Ming Cycle produced promotional film for STRIDA in Taiwan, and within a short time, the unique Strida series became popular with cycle fans all over Asia as well as the rest of the world. Ming Cycle bought the STRIDA brand in 2007, and now 100% has the IP rights. This helped Ming Cycle to become well known for making high quality innovative folding bicycles as well as OEM bicycles in the line.",0
f00125,"Redis makes apps faster, by creating a data layer for a real-time world. We are the sponsor of the open source Redis project, the worldâ€™s most loved in-memory database, and deliver Redis Enterprise, a real-time data platform. Developers rely on Redis to build performance, scalability, reliability, and security into their applications. Born in the cloud-native era, Redis uniquely enables users to unify data across multi-cloud, hybrid and global applications to maximize business potential.",0
f00126,Root Funding is crowdfunding for causes. An online platform for fundraising campaigns. We take the power of person-to-person connections and apply it to fundraising for social good.,0
f00127,WBT is a U.S.-based manufacturer of cable tray.,0
f00128,"NZN Labs is a technology start-up whose mission is to unleash the power of athletes through sports tech. It offers LIT Pro, a black box for action sports that breaks down key moments and helps serious athletes get better at their chosen passion. The product integrates HD-GPS and motion capture technologies to deliver an accurate and detailed analysis of your action sports session. Metrics include speed, distance, lap times, jumps, flips, rotations, air time, g-forces, turn analytics, jump analytics, geographic position, body position and more. Heart rate and other bio-mechanical data can be captured by LIT Pro when using compatible secondary bluetooth sensors.",0
f00129,"Palvelusiivous Ulla Haavisto provides cleaning services for offices, commercial centers, shops and supermarkets, recreational venues, and outdoor fields.",0
f00130,Elevate Research offers a platform that helps restaurants boost revenue through smarter marketing. The platform enables restaurants and retailers to survey customers who recently dined in one of their restaurants or shopped in one of their stores.,0
f00131,"Tree of Life is proud to offer retailers, from coast to coast, a complete selection of natural, organic, specialty, ethnic and gourmet food products. Tree of Life has a long and colorful history continuously driven by meeting the needs of the ever-increasing numbers of American's who choose a lifestyle of ''Living Well''. Their relationship with the ''living well'' shopper and with the retailers where they shop is at the very core of both their company's mission and strategy.",0
f00132,Blooming Prairie Cooperative Warehouse operates as a distributor of natural foods.,0
f00133,"Our success lies in the success of those we serve. Powered with excellence, Avake is committed to provide software products and services that revolutionize the pace and process of small and large businesses around the globe.  Based in Sacramento California, Avake brings a new age of business Products and Solutions with its innovative outlook towards the challenges and trends of the business world. Our knowledge, focus, integrity, flexibility, and accountability set us apart. Our Innovation & Development Center (IDC) located in Noida, India enables us to go beyond the time boundaries.  Vision Invest in people with passion for technology, Deliver revolutionary IT products and services  Mission To positively impact people and businesses around the globe",0
f00134,Disruptive SAAS platform in automotive retail,0
f00135,"ndiKrew, presently offers home care, personal care, errands and auto care services in Hyderabad through",0
f00136,"Beijing YuanV Software Co., Ltd (åŒ—äº¬è¿œä¸ºè½¯ä»¶) is a Chinese cloud computing-based provider of security virtualization products and solutions.  The company employs Yuan Wei VirNOS Virtualization Technology as its core technology. It owns independent intellectual property rights.  The companyâ€™s products are used in fields such as internet network separation, application separation, secure mobile office, classified protection, cascade protection, the exchange of safety data, and more.",0
f00137,"LogLogic is the provider of industry's only scalable log and security intelligence platform for the enterprise and cloud. LogLogic, with over 1300 customers, provides solutions that allow customers to collect and analyze terabytes of big data generated by their IT assets and gives Security, IT Ops, and Compliance professionals actionable information at their finger tips to identify issues proactively and make insightful decisions, and also get compliant with various regulations. Currently, LogLogic customers are leveraging its solutions to manage over 1,000 Petabytes (or 1 Exabyte) of data.",0
f00138,"A  cornerstone principle of their business has been never to repurpose data. They will never pursue supplementary income streams that could harm their clients. They work in an industry that is rife with competition and demands discretion of the positions held in their care. It is in their DNA to be mindful of the risk of harnessing information. They actively avoid conflicts in management, ownership, personal trading, and product development. They carefully govern all of their actions to ensure compliance with each rule that may apply, and to handle the portfolios of their clients with the utmost care.",0
f00139,"Tarana Wirelessâ„¢ has pioneered a carrier-class universal wireless transport solution that is a breakthrough innovation with deterministic True NLOS performance, ubiquitous coverage, multi-kilometer range, industry-leading spectral efficiency, unprecedented capacity and scalability, zero-touch operation, and considerably lower total cost of ownership. It has the flexibility to be deployed for a wide range of applications including small cell backhaul, last mile fiber extension, tactical mobile operations, and more. Visit www.TaranaWireless.com for additional information.",0
f00140,"MusiQuest is a developer of a musical application designed to help people discover their passion for music. The company's application offers a content platform with aspirational buzzwords of academics, enabling kids to learn, improve and create their own music in different styles.",0
f00141,"The Advertising Self-Regulatory Council establishes the policies and procedures for advertising industry self-regulation.  The Advertising Self-Regulatory Council establishes the policies and procedures for advertising industry self-regulation, including the National Advertising Division (NAD), Childrenâ€™s Advertising Review Unit (CARU), National Advertising Review Board (NARB), Electronic Retailing Self-Regulation Program (ERSP), and Online Interest-Based Advertising Accountability Program.",0
f00142,"Globally, use of Information and Communication technologies (ICT) has been identified as one of the major solutions to improve accessibility and affordability of healthcare services for the poor. iKure Techsoft, a technology start-up, has been established to leverage ICTÃ¢â‚¬â„¢s strengths to extend healthcare services to IndiaÃ¢â‚¬â„¢s rural population. Started by a team of 3 ex-Oracle employees, the company has been incubated at IIT Kharagpur and has its software development centre at Bangalore. The company has developed affordable and innovative solutions for collection of healthcare data in villages using either computers or mobile phones and enables doctors at multiple locations to collaborate and extend quality care to the rural patients. Through partnerships with multiple stakeholders like corporate entities, healthcare providers, social development organizations, government agencies, pharmaceutical companies, insurers etc. iKure Techsoft intends to provide a technology platform that will help all the stakeholders to achieve their social and commercial objectives.",0
f00143,"Nuvo (ë”ëˆ„ë³´) is a Korean online open market where users trade handmade goods. It launched in May 2012 in Seoul, Korea.",0
f00144,"Hackmind is an AI-focused incubator backed by crypto fund in Berlin, the capital of cryptocurrency. The company invests in raw technical talents with ambitious visions and risky ideas to transform slow industry using AI and decentralized approaches.  The company value founders who are willing to technical risks in their endeavors. Twice a year, the company invite technical founders to explore their risky ideas and build startups in our Berlin office for 6 months. Currently, Hackmind has founders from 16 countries in residence developing projects from decentralized K12 education to AI-empowered pest control for agriculture.",0
f00145,"Outrigger Energy LLC is a private, full service midstream energy company specializing in grass roots project development as well as strategic asset acquisitions.  We are currently focused in liquid-rich natural gas and crude oil basins in the Rockies, West Texas, and Mid-Continent areas.  Outrigger has extensive experience and expertise in all areas of the midstream energy business.",0
f00146,"PollBuzzerâ„¢ is a new, real-time consumer research tool, offering clients immediate survey results and panelists an easy way to get paid for their opinions.",0
f00147,"Hi! We're, Zoek, an online marketing company located in Orange County, CA and the exclusive partner of Wix.com for SEO and Web Design as well as Google Partners. With clients in over 32 countries and staff employed globally we are well equipped to take on any size project in English, Spanish, Portuguese, French, or Tagalog.  As a full service digital marketing agency we offer high-end yet affordable services such as SEO, SEM, Website Design, E-Commerce Management, Graphic Design, Social Media Marketing, Mobile App Development, Content Writing, and PBX Services (call-tracking and IVR). We have helped over 100,000 businesses improve their image and branding online - book a free consultation and goal analysis with a friendly marketing specialist today!",0
f00148,"Convey Computer offers a hybrid core computer for the oil and gas, financial analytics, and bioinformatics markets. The comp[any delivers decades of experience and intellectual assets to performance problem-solving. Its executive and design teams all come from successful backgrounds of building computer companies, most notably Convex Computer Corporation and Hewlett-Packard.",0
f00149,"Associated Partners LP is an investment and operating partnership managed by Bill and David Berkman and a longstanding core team of professionals.  The partnership continues our history of capturing attractive opportunities in infrastructure, telecommunications, internet/media, and related technologies  We target superior, long-term, risk-balanced, and tax efficient returns within the accelerated pace of technological, industry, regulatory, and capital market changes.",0
f00150,Bravemount IT Solutions Pvt. Ltd. provides mobile and Web application development services to businesses.,0
f00151,"RDM ,is the largest and fastest-growing high-tech enterprise. With more than 15 years of extensive industry experience and a strong R & D strength, the company has made a number of leading technology in RFID field.  The antistatic manufacturing plant provides high-performance and high-quality access control system and RFID devices .For the global outstanding RFID applying companies. They adhere to the ''scientific and technical innovation, quality first.'' In scientific and technical innovation and brand building,RDM will continue to make efforts. In increasingly competitive technology today, RDM is increasing R & D investment in research technology and research system, so as to ensure the products follow the forefront of science and technology.  RDM adheres to honesty and mutually beneficial business principle, and has won praise at home and aboard.The company is fast developing .Facing the new century, RDM positions its mission as: ''a high-tech RDMI, a global RDM.",0
f00152,"<a href=''http://www.mojocreator.com''>Mojo Creator</a> provides creative and innovative concepts to everyday business processes through digital marketing. Their goal is to enhance a business's experience as well as overall vision. By implementing our phase approach they are able to decrease overall expenses while increasing profit using new technology. Mojo Creator focus's on simplifying the core business function while leveraging cloud resources to market a companies brand.   EMPATHIZE  Pay attention to what your customer's are saying and try to understand what they are feeling. Listen for complaints, compliments, questions, leads, and opportunities. Listening will increase the chance you will successfully engage your audience.   INTERACT  Prepare your engagement plan and join the conversation. Build brand awareness while building a relationship with your customer. Increase your customer service channels and overall support reach within the social grid.   MEASURE  Measure your social media program's progress by analyzing business metrics like speed of sales cycle, number of repeat business, cost per lead and more. Analyze value awareness and influence as well as cost savings.   Specialties Marketing, Brand Management, Social Media Optimization, Search Engine Optimization, Search Engine Marketing, Cloud Resource Management, Business Process Re-engineering, Ideation Building, Marketing Strategy, Sales Strategy, Advertising Management, Application Design",0
f00153,"IBM Watson Health works across the health landscape, from payers and providers to government and life sciences. Their purpose is to empower leaders, advocates and influencers in health through support that helps them achieve remarkable outcomes, accelerate discovery, make essential connections and gain confidence on their path to solving the worldâ€™s biggest health challenges.",0
f00154,"Softimize is an emerging leader in IoT clouds, partnering optimally with device manufacturers to create cloud-connected devices. Remote monitoring/control and data acquisition for machine learning are among the cloud-based values enabled for users and resellers by Softimize. TBBâ„¢, the Softimize IoT cloud platform, capable of integrating with any device, is HIPAA/GDPR-eligible, Ownable, and features unparalleled cost-performance scalability, hence is optimal for manufacturers.",0
f00155,"Beer Home Team is a real estate company built on a strong foundation of core values and purpose.The company is a top producing full service team of agents that offers supreme San Diego real estate knowledge and local guidance. The company is ranked in the Top 150 Teams in the nation per The Wall Street Journal & Real Trends, and the Top 1,000 Fastest Growing Companies in America across all industries by Inc. 5000 Magazine.",0
f00156,Diploid is a provider of biotechnology services.,0
f00157,"BihurCrystal has develops technical solutions and equipment for vacuum and ultra-high vacuum applications in surface science experiments. The company was born in 2013 as a start-up project with support from Centro de FÃ­sica de Materiales (CFM) and the Donostia International Physics Center (DIPC) of San SebastiÃ¡n, Spain. The early stages of the project received guidance and financial support from BIC Berrilan through Entreprenari, a program that backs and guides emerging businesses.  Today it receives venture capital funding from BASQUE FCR (GestiÃ³n de Capital Riesgo del PaÃ­s Vasco) and is financed in part by the provincial government of Gipuzkoa and the state-owned enterprise ENISA (Spanish Ministry of Industry, Energy and Tourism).",0
f00158,"Drive Capital invests in innovative technology, healthcare, and consumer companies in the Midwest. The firm is looking for innovative entrepreneurs addressing big market opportunities. Its goal is to partner with entrepreneurs that have audacious goals and strive to build large sustainable companies. The firm seeks to invest in information technology, financial services, and mobile sectors. It was founded in 2012 and is headquartered in Columbus, Ohio.",0
f00159,"Polaris Direct is a nationally acclaimed direct marketing services company enabling Fortune 500 companies and direct marketing agencies to maximize their customer impact and reduce costs in strategic ways.As a full-service lettershop and printing company, Polaris Direct integrates industry expertise, patented technology, cutting-edge creative techniques, and an understanding of direct mailâ€™s role in a multi-channel approach to produce campaigns that increase ROI for their customers.",0
f00160,"The Trace vision began in 2017 when co-founders Josh Decatur and Paul Lintilhac were commiserating over the lack of security in the cannabis supply chain. Leveraging their combined years of hands-on cultivation and blockchain experience, they merged their collective talents to create a supply chain tracking solution, rooted in the digital security of blockchain, that fits in the palm of your hand. Currently focused on the deregulated hemp industry, Trace provides informed solutions for cultivators, processors, labs, distributors, and regulators alike.",0
f00161,"MERKATOR NV/SA, founded in September 2011, has become a reliable partner in the local market for providing professional Geo-ICT workflows in the Belgian market. MERKATOR is focusing on supporting complex geospatial workflows within the Local and Federal Governments, Transportation authorityâ€™s and Utilities & Telecom industry while we are contributing to the emergent Public Safety 911/112 sector. A unique collaboration between The Netherlands, where MERKATOR BV is already active for more than 3 years, and Belgium will offer customers additional perspectives, local flexibility and other unexpected benefits.",0
f00162,"The UNITEK journey began in 1982 with the manufacture of emergency lights and burglar alarms. The company then began spreading its wings in the field of electronics, gaining popularity as the leading manufacturer of UPS in South India, under the brand names UNITEK and ALLTEK.  In 2007, UNITEK became a public limited company with the name UNITEK Power Solutions. In 2008, it obtained ISO 9001 certification and subsequently, in recognition of its contribution to the industry, UNITEK was awarded the prestigious Times of India Award for Excellence in Power Industry.  A tie-up with the Italian firm, BORRI Industrial Power Solutions (Italy), catapulted UNITEK into the international league with regard to its industrial and standard UPS. By 2012, UNITEK had established itself as a premium brand in the industry circles and was ready to go solo in its onward journey.  Inspired by the Government of Indiaâ€™s â€˜Make in Indiaâ€™ initiative, UNITEK is now rapidly growing into the single largest provider of world-class integrated power solutions across a wide range of business sectors. The UNITEK growth story is powered by the unique edge the company holds over its competitors.",0
f00163,"301 INC is an energetic and enthusiastic team looking to collaborate with emerging food brands; to roll up our sleeves and work together to create breakthrough innovations and build successful businesses. If you have a product that has demonstrated success in the market, and youâ€™re ready to take it to the next level, letâ€™s elevate it.",0
f00164,"Hello Drmr are a team of women - makers + designers - working together to create beautiful, personalized items.  Foxblossom Co. began in 2012 as a one woman Etsy shop, creating gorgeous wedding dress hangers from hand sculpted wire.  The hangers were a huge success and the business grew very quickly, with new products releasing frequently and several other women joining the team.  The brand was originally known as Deighan Design, until a huge rebrand in 2016.  Now foxblossom co. is developing into a women's lifestyle brand, and has product lines extending well beyond the wedding market.  Future plans include apparel + accessories for kids and pets.  Although they are selling on a global level and quickly scaling, it remains an important focus that they keep their products handmade, while also maintaining the highest level of quality.    They have come to notice that the smallest thing can inspire and enrich your daily life, whether it be a simple thank you note with delicate gold foil, a beautiful mug for your coffee or tea,  a uniquely curated gift box sent by a caring friend, or a timeless gold necklace to perfectly complete your style.",0
f00165,"TrenLot, Inc., the creator of CrewBuilder, offers innovative solutions in the construction industry using Machine Learning and Artificial Intelligence that create advantages and reduce cost by automating accountability and profitability.   We are a team of professionals with years of experience in business, design, big data, development, integration, IoT, data acquisition, analysis, mathematics, and predictive modeling. We build smart platforms that scale.",0
f00166,"VueLogic LLC provides revenue generation solutions for business that enable companies to analyze and trend customer data.The company was incorporated in 2007 and is based in Atlanta, Georgia.",0
f00167,"Future Route is the developer of Validis, a software tool designed to provide financial institutions and accounting firms quick and secure access to their clients data. Validis then validates and standardises this data allowing institutions to generate and output both summarised and detailed reports in precise formats which can be tailored to their needs. Customers include Deloittes and Bibby Financial Services.",0
f00168,"Systweak Software is leading utility development company. The company, overall, has designed number of cleaning & optimizing, updaters, cloud storage, recovery and many more utilities for users world-wide. We design and develop utilities for Windows, Mac, iOS and Android users, with the stance to help professional as well as amateur users.",0
f00169,CruzAI is an electronics company that empowers the world through Intelligent IoT solutions.,0
f00170,Delfingen US-Holding Inc provides protection solutions for the automotive industry.,0
f00171,"The UK's No. 1 digestive and gut health supplement company. Developed by Linda Booth, natural health therapist. Helping you feel good from the inside out.",0
f00172,"Warmilu is a global non-electric warming technology manufacturing company. Warmilu manufactures US patent-protected warming technology able to generate warmth with the press of a disk that lasts for hours and can be reused. Their warming technology is integrated into various applications including IncuBlankets, alternative infant incubators for resource scarce settings; stadium seat cushions for keeping fans warm in football stadiums; and outdoor recreation. Warmilu is there when you need warmth the most. #spreadthewarmth #savelives They are at their core a materials science engineering company on a mission to save lives. They perform multi-material joining in their facility using high frequency welding of high temperature resistant and chemical resistant soft film materials including 100% polyurethanes, 100% nylon, 100% polyester, and a 75% vinyl (proprietary formulation)/25% polyester materials.",0
